Calories,Protein,Fat,Carbs,Fibre,Condition,IF,AND,OR,"Note: Protein, Fat, Carbs, Fibre, are measured in grams"
176,19,10,0,,TRUE,Healthy,Good,,
222,18,16,0,,TRUE,Healthy,Good,,
238,15,19,0,,TRUE,Healthy,Good,,
257,22,18,0,,TRUE,Healthy,Good,,
93,4,8,1,,FALSE,Healthy,Bad,,
131,20,4,4,,FALSE,Healthy,Bad,,
129,19,5,1,,FALSE,Healthy,Bad,,
145,21,5,3,,TRUE,Healthy,Good,,
121,26,1,0,,FALSE,Healthy,Bad,,
119,20,4,0,,FALSE,Healthy,Bad,,
123,22,3,0,,FALSE,Healthy,Bad,,
74,10,3,1,,FALSE,Healthy,Bad,,
84,4,7,,,FALSE,Healthy,Bad,,
252,11,22,2,,TRUE,Healthy,Good,,
274,21,20,0,,TRUE,Healthy,Good,,
180,22,10,0,,TRUE,Healthy,Good,,
208,22,12,0,,TRUE,Healthy,Good,,
175,19,11,0,,TRUE,Healthy,Good,,
224,18,16,0,,TRUE,Healthy,Good,,
189,22,11,0,,TRUE,Healthy,Good,,
197,22,12,0,,TRUE,Healthy,Good,,
199,20,13,0,,TRUE,Healthy,Good,,
198,19,13,0,,TRUE,Healthy,Good,,
219,17,16,0,,TRUE,Healthy,Good,,
251,20,18,0,,TRUE,Healthy,Good,,
108,21,2,0,,FALSE,Healthy,Bad,,
116,23,2,0,,FALSE,Healthy,Bad,,
148,22,6,0,,TRUE,Healthy,Good,,
118,6,9,2,,FALSE,Healthy,Bad,,
185,12,15,1,,TRUE,Healthy,Good,,
182,7,14,7,,TRUE,Healthy,Good,,
184,11,14,2,,TRUE,Healthy,Good,,
51,2,5,,,FALSE,Healthy,Bad,,
35,2,3,,,FALSE,Healthy,Bad,,
258,14,20,3,,TRUE,Healthy,Good,,
147,18,8,0,,TRUE,Healthy,Good,,
129,26,2,0,,FALSE,Healthy,Bad,,
99,20,2,0,,FALSE,Healthy,Bad,,
188,9,17,,,TRUE,Healthy,Good,,
94,17,2,0,,FALSE,Healthy,Bad,,
200,14,15,,,TRUE,Healthy,Good,,
50,6,3,,,FALSE,Healthy,Bad,,
162,17,9,0,,TRUE,Healthy,Good,,
139,19,6,0,,TRUE,Healthy,Good,,
176,21,10,0,,TRUE,Healthy,Good,,
143,21,4,0,,TRUE,Healthy,Good,,
116,21,2,0,,FALSE,Healthy,Bad,,
173,23,9,0,,TRUE,Healthy,Good,,
136,27,2,0,,TRUE,Healthy,Good,,
142,28,2,0,,TRUE,Healthy,Good,,
129,18,6,0,,FALSE,Healthy,Bad,,
171,20,7,7,,TRUE,Healthy,Good,,
120,21,3,0,,FALSE,Healthy,Bad,,
163,19,9,0,,TRUE,Healthy,Good,,
142,23,5,0,,TRUE,Healthy,Good,,
141,26,3,0,,TRUE,Healthy,Good,,
110,5,9,1,,FALSE,Healthy,Bad,,
104,5,8,2,,FALSE,Healthy,Bad,,
107,5,9,2,,FALSE,Healthy,Bad,,
58,4,4,2,,FALSE,Healthy,Bad,,
93,4,7,2,,FALSE,Healthy,Bad,,
34,2,0.3,2,2,FALSE,Healthy,Bad,,
108,2,5.8,1,11,FALSE,Healthy,Bad,,
31,2,0.7,3,1,FALSE,Healthy,Bad,,
20,1,0.2,3,1,FALSE,Healthy,Bad,,
48,1,0.9,3,3,FALSE,Healthy,Bad,,
22,1,0.2,4,1,FALSE,Healthy,Bad,,
31,2,0.4,3,1,FALSE,Healthy,Bad,,
22,1,0.2,4,1,FALSE,Healthy,Bad,,
15,,,4,,FALSE,Healthy,Bad,,
11,1,,1,1,FALSE,Healthy,Bad,,
23,,0.3,1,2,FALSE,Healthy,Bad,,
13,,0.1,1,1,FALSE,Healthy,Bad,,
50,1,2.5,3,4,FALSE,Healthy,Bad,,
20,,,5,,FALSE,Healthy,Bad,,
12,,,3,,FALSE,Healthy,Bad,,
33,,,9,,FALSE,Healthy,Bad,,
5,,,1,,FALSE,Healthy,Bad,,
12,,,2,,FALSE,Healthy,Bad,,
81,5,2.1,7,4,FALSE,Healthy,Bad,,
106,,,27,,FALSE,Not Healthy,Bad,,
121,5,4.3,3,10,FALSE,Healthy,Bad,,
7,,,1,,FALSE,Healthy,Bad,,
9,,,2,,FALSE,Healthy,Bad,,
20,,0.1,4,,FALSE,Healthy,Bad,,
15,1,0,3,0,FALSE,Healthy,Bad,,
89,2,1.7,6,6,FALSE,Healthy,Bad,,
74,1,1.6,2,7,FALSE,Healthy,Bad,,
638,18,38,57,2,TRUE,Not Healthy,Good,,
168,18,4,14,1.8,TRUE,Healthy,Good,,
189,8,6,27,3.8,TRUE,Not Healthy,Good,,
316,20,12,32,2.2,TRUE,Not Healthy,Good,,
368,28,23,13,1.5,TRUE,Healthy,Good,,
350,19,8,50,4.1,TRUE,Not Healthy,Good,,
494,21,29,37,3.1,TRUE,Not Healthy,Good,,
558,32,26,47,2.8,TRUE,Not Healthy,Good,,
364,22,14,37,2.4,TRUE,Not Healthy,Good,,
355,19,11,46,2.9,TRUE,Not Healthy,Good,,
395,11,17,49,2,TRUE,Not Healthy,Good,,
319,23,10,32,1.9,TRUE,Not Healthy,Good,,
346,9,19,36,4.1,TRUE,Not Healthy,Good,,
220,15,6,26,1.5,TRUE,Not Healthy,Good,,
380,13,26,25,1.9,TRUE,Not Healthy,Good,,
627,31,38,40,2.5,TRUE,Not Healthy,Good,,
179,5,15,7,1.7,TRUE,Healthy,Bad,,
491,41,31,12,3.7,TRUE,Healthy,Good,,
47,1,4,4,0.9,FALSE,Healthy,Bad,,
139,4,13,4,1.1,TRUE,Healthy,Bad,,
245,5,10,33,2.2,TRUE,Not Healthy,Bad,,
306,5,18,32,2.1,TRUE,Not Healthy,Bad,,
479,14,35,27,1.2,TRUE,Not Healthy,Good,,
260,13,10,28,2.1,TRUE,Not Healthy,Good,,
388,40,10,31,1.7,TRUE,Not Healthy,Good,,
346,22,14,33,2.5,TRUE,Not Healthy,Good,,
340,16,16,33,1.7,TRUE,Not Healthy,Good,,
371,20,18,33,1.7,TRUE,Not Healthy,Good,,
389,17,17,40,3.1,TRUE,Not Healthy,Good,,
250,9,2,47,1.9,TRUE,Not Healthy,Good,,
401,19,14,50,4.9,TRUE,Not Healthy,Good,,
290,22,14,20,2.2,TRUE,Healthy,Good,,
255,18,17,8,1.5,TRUE,Healthy,Good,,
183,14,10,10,1.4,TRUE,Healthy,Good,,
164,5,,35,0.8,TRUE,Not Healthy,Bad,,
122,2,,27,0.5,FALSE,Not Healthy,Bad,,
472,26,26,33,0.7,TRUE,Not Healthy,Good,,
193,12,11,13,2,TRUE,Healthy,Good,,
307,15,17,23,1.2,TRUE,Not Healthy,Good,,
32,1,,7,1.3,FALSE,Healthy,Bad,,
73,,5,8,1.1,FALSE,Healthy,Bad,,
81,7,5,2,0.4,FALSE,Healthy,Bad,,
186,8,14,10,2.2,TRUE,Healthy,Good,,
132,4,4,21,1.9,FALSE,Not Healthy,Bad,,
160,1,5,29,1.9,TRUE,Not Healthy,Bad,,
205,3,13,20,0.4,TRUE,Healthy,Bad,,
49,,1,11,0.5,FALSE,Healthy,Bad,,
34,1,1,6,1.1,FALSE,Healthy,Bad,,
58,1,3,7,1.2,FALSE,Healthy,Bad,,
156,2,11,14,1,TRUE,Healthy,Bad,,
202,2,8,31,2.1,TRUE,Not Healthy,Bad,,
211,3,14,23,1.9,TRUE,Not Healthy,Bad,,
230,3,15,21,1.6,TRUE,Not Healthy,Bad,,
19,,,4,0.2,FALSE,Healthy,Bad,,
19,,,4,0.2,FALSE,Healthy,Bad,,
35,1,,7,0.4,FALSE,Healthy,Bad,,
75,2,5,6,0.4,FALSE,Healthy,Bad,,
205,15,11,15,7.7,TRUE,Healthy,Good,,
249,4,13,31,2.7,TRUE,Not Healthy,Bad,,
234,3,12,29,3,TRUE,Not Healthy,Bad,,
176,5,11,17,2.5,TRUE,Healthy,Bad,,
144,2,6,23,2.4,TRUE,Not Healthy,Bad,,
88,5,3,9,0.8,FALSE,Healthy,Bad,,
18,3,1,,0,FALSE,Healthy,Bad,,
180,12,5,21,1.5,TRUE,Not Healthy,Good,,
41,5,1,1,0,FALSE,Healthy,Bad,,
185,13,6,18,4.1,TRUE,Healthy,Good,,
79,4,3,10,0.8,FALSE,Healthy,Bad,,
58,2,1,9,0.3,FALSE,Healthy,Bad,,
135,19,3,7,0.9,TRUE,Healthy,Good,,
105,9,2,13,2.1,FALSE,Healthy,Bad,,
175,13,5,20,0.9,TRUE,Healthy,Good,,
142,8,4,20,3,TRUE,Healthy,Good,,
157,10,5,18,1.6,TRUE,Healthy,Good,,
189,8,10,16,0.3,TRUE,Healthy,Good,,
202,6,13,16,0.5,TRUE,Healthy,Good,,
137,2,9,10,0.5,TRUE,Healthy,Bad,,
134,6,5,17,0.8,FALSE,Healthy,Bad,,
155,6,5,24,1.3,TRUE,Not Healthy,Good,,
62,5,2,7,0.8,FALSE,Healthy,Bad,,
204,10,6,28,1.9,TRUE,Not Healthy,Good,,
193,12,5,27,5.1,TRUE,Not Healthy,Good,,
134,5,3,22,6.1,FALSE,Not Healthy,Bad,,
83,5,2,13,0.8,FALSE,Healthy,Bad,,
29,1,1,5,0.8,FALSE,Healthy,Bad,,
162,3,8,20,6.2,TRUE,Healthy,Bad,,
195,12,4,28,4.1,TRUE,Not Healthy,Good,,
190,13,2,31,3.8,TRUE,Not Healthy,Good,,
56,2,1,10,0.5,FALSE,Healthy,Bad,,
90,2,2,18,1.2,FALSE,Healthy,Bad,,
90,2,2,19,0.5,FALSE,Healthy,Bad,,
129,4,4,20,1.3,FALSE,Healthy,Bad,,
49,3,1,8,1.4,FALSE,Healthy,Bad,,
83,6,2,11,0.7,FALSE,Healthy,Bad,,
76,2,2,13,0.5,FALSE,Healthy,Bad,,
180,4,12,15,1.4,TRUE,Healthy,Bad,,
18,0,0,5,0,FALSE,Healthy,Bad,,
21,,,5,0,FALSE,Healthy,Bad,,
29,1,2,2,0.2,FALSE,Healthy,Bad,,
154,2,3,31,0.5,TRUE,Not Healthy,Bad,,
289,3,14,38,0.6,TRUE,Not Healthy,Bad,,
132,3,6,17,1.2,FALSE,Healthy,Bad,,
246,3,11,35,0.5,TRUE,Not Healthy,Bad,,
7,0,,2,0.1,FALSE,Healthy,Bad,,
5,0,,2,,FALSE,Healthy,Bad,,
218,3,11,27,0.4,TRUE,Not Healthy,Bad,,
65,3,,14,0.9,FALSE,Healthy,Bad,,
245,3,9,42,1,TRUE,Not Healthy,Bad,,
203,4,14,14,0.5,TRUE,Healthy,Bad,,
110,1,,26,1,FALSE,Not Healthy,Bad,,
135,2,3,24,1.1,TRUE,Not Healthy,Bad,,
201,2,9,27,1.1,TRUE,Not Healthy,Bad,,
204,2,13,27,2.5,TRUE,Not Healthy,Bad,,
235,2,13,29,2.5,TRUE,Not Healthy,Bad,,
59,0,0,16,0,FALSE,Healthy,Bad,,
42,,,10,0.5,FALSE,Healthy,Bad,,
23,,,5,0.4,FALSE,Healthy,Bad,,
59,,2,13,0.3,FALSE,Healthy,Bad,,
116,3,3,20,1.2,FALSE,Healthy,Bad,,
124,3,4,18,0,FALSE,Healthy,Bad,,
63,1,,16,0.8,FALSE,Healthy,Bad,,
52,,,12,0.5,FALSE,Healthy,Bad,,
289,5,14,41,1.3,TRUE,Not Healthy,Bad,,
70,,2,13,0.3,FALSE,Healthy,Bad,,
84,,1,18,0,FALSE,Healthy,Bad,,
25,1,0,5,0,FALSE,Healthy,Bad,,
88,2,0,20,0,FALSE,Healthy,Bad,,
143,0,0,36,,TRUE,Not Healthy,Bad,,
24,0,,6,0,FALSE,Healthy,Bad,,
11,0,0,3,0,FALSE,Healthy,Bad,,
22,,0,6,,FALSE,Healthy,Bad,,
222,5,14,23,1.9,TRUE,Not Healthy,Bad,,
266,7,7,43,0.6,TRUE,Not Healthy,Good,,
143,3,6,22,0.9,TRUE,Not Healthy,Bad,,
151,3,8,20,0.8,TRUE,Healthy,Bad,,
237,4,16,21,0.8,TRUE,Not Healthy,Bad,,
134,2,6,19,0.6,FALSE,Healthy,Bad,,
117,5,2,20,0,FALSE,Healthy,Bad,,
106,3,5,15,0.5,FALSE,Healthy,Bad,,
282,4,18,25,0,TRUE,Not Healthy,Bad,,
153,3,8,18,0.5,TRUE,Healthy,Bad,,
10,0,,2,0,FALSE,Healthy,Bad,,
56,,,14,0.2,FALSE,Healthy,Bad,,
56,,,15,0.2,FALSE,Healthy,Bad,,
105,0,,26,0.1,FALSE,Not Healthy,Bad,,
132,1,1,30,0,FALSE,Not Healthy,Bad,,
55,0,,14,0,FALSE,Healthy,Bad,,
50,,0,13,0.1,FALSE,Healthy,Bad,,
23,,,6,,FALSE,Healthy,Bad,,
209,2,11,26,1,TRUE,Not Healthy,Bad,,
268,4,15,30,1.7,TRUE,Not Healthy,Bad,,
62,0,,16,0,FALSE,Healthy,Bad,,
47,0,0,12,0.1,FALSE,Healthy,Bad,,
263,5,16,28,1.8,TRUE,Not Healthy,Bad,,
208,5,13,20,1.9,TRUE,Healthy,Bad,,
29,,,7,0.2,FALSE,Healthy,Bad,,
54,0,0,14,0,FALSE,Healthy,Bad,,
39,,1,7,0.4,FALSE,Healthy,Bad,,
181,4,12,18,2.8,TRUE,Healthy,Bad,,
113,1,2,24,2.6,FALSE,Not Healthy,Bad,,
43,,,10,0,FALSE,Healthy,Bad,,
575,13,20,89,1.9,TRUE,Not Healthy,Good,,
203,2,11,23,2,TRUE,Not Healthy,Bad,,
4,,0,1,0,FALSE,Healthy,Bad,,
2,0,0,,0,FALSE,Healthy,Bad,,
67,,4,8,0,FALSE,Healthy,Bad,,
209,1,13,24,0.5,TRUE,Not Healthy,Bad,,
105,1,,27,0.4,FALSE,Not Healthy,Bad,,
110,,,29,0.3,FALSE,Not Healthy,Bad,,
16,0,0,4,0,FALSE,Healthy,Bad,,
2,,,,0.2,FALSE,Healthy,Bad,,
13,1,,3,1,FALSE,Healthy,Bad,,
27,1,2,3,1,FALSE,Healthy,Bad,,
60,4,,13,4.7,FALSE,Healthy,Bad,,
21,2,1,3,1.5,FALSE,Healthy,Bad,,
18,2,,3,1.6,FALSE,Healthy,Bad,,
33,3,,7,1.2,FALSE,Healthy,Bad,,
100,6,,18,4,FALSE,Healthy,Bad,,
14,1,,3,1.5,FALSE,Healthy,Bad,,
22,1,,5,1.9,FALSE,Healthy,Bad,,
78,1,,20,2.2,FALSE,Healthy,Bad,,
40,2,,9,1.8,FALSE,Healthy,Bad,,
28,1,,6,1.9,FALSE,Healthy,Bad,,
9,,,2,1.6,FALSE,Healthy,Bad,,
11,1,,2,0.9,FALSE,Healthy,Bad,,
29,2,,6,2,FALSE,Healthy,Bad,,
16,1,,3,1.1,FALSE,Healthy,Bad,,
27,3,,5,2.3,FALSE,Healthy,Bad,,
33,3,,6,3.2,FALSE,Healthy,Bad,,
17,1,,4,1.3,FALSE,Healthy,Bad,,
9,1,,2,0.7,FALSE,Healthy,Bad,,
11,1,,3,0.8,FALSE,Healthy,Bad,,
50,1,,12,1,FALSE,Healthy,Bad,,
28,1,,7,1.4,FALSE,Healthy,Bad,,
28,1,,6,1.9,FALSE,Healthy,Bad,,
25,1,,6,1.5,FALSE,Healthy,Bad,,
15,1,,3,1.8,FALSE,Healthy,Bad,,
13,1,,3,0.9,FALSE,Healthy,Bad,,
6,,,1,0.6,FALSE,Healthy,Bad,,
44,1,2,8,1,FALSE,Healthy,Bad,,
97,2,1,25,1.8,FALSE,Not Healthy,Bad,,
88,3,1,22,2.3,FALSE,Not Healthy,Bad,,
82,3,1,19,2,FALSE,Healthy,Bad,,
3,,,1,0.2,FALSE,Healthy,Bad,,
100,9,4,8,4.3,FALSE,Healthy,Bad,,
18,,,5,1.3,FALSE,Healthy,Bad,,
33,4,,6,0.9,FALSE,Healthy,Bad,,
13,1,,2,1.3,FALSE,Healthy,Bad,,
18,2,,3,1.6,FALSE,Healthy,Bad,,
19,1,,4,1.4,FALSE,Healthy,Bad,,
17,,,4,0.5,FALSE,Healthy,Bad,,
8,1,,1,0.6,FALSE,Healthy,Bad,,
8,1,,2,0.7,FALSE,Healthy,Bad,,
9,1,,2,0.8,FALSE,Healthy,Bad,,
10,1,,2,1.2,FALSE,Healthy,Bad,,
12,1,,2,1.1,FALSE,Healthy,Bad,,
21,2,,4,2.3,FALSE,Healthy,Bad,,
30,4,1,4,1.9,FALSE,Healthy,Bad,,
12,2,,2,0.6,FALSE,Healthy,Bad,,
27,2,,4,2.1,FALSE,Healthy,Bad,,
15,2,,2,1,FALSE,Healthy,Bad,,
5,,,1,0.4,FALSE,Healthy,Bad,,
17,,,4,0.6,FALSE,Healthy,Bad,,
61,,5,4,0.8,FALSE,Healthy,Bad,,
59,1,,14,2.7,FALSE,Healthy,Bad,,
62,4,,11,4,FALSE,Healthy,Bad,,
66,4,,12,3.7,FALSE,Healthy,Bad,,
36,3,,6,2.4,FALSE,Healthy,Bad,,
14,1,,3,0.6,FALSE,Healthy,Bad,,
4,,,1,0.4,FALSE,Healthy,Bad,,
16,1,,4,1.2,FALSE,Healthy,Bad,,
95,1,9,3,1.3,FALSE,Healthy,Bad,,
15,1,,4,0.8,FALSE,Healthy,Bad,,
99,1,9,5,1.3,FALSE,Healthy,Bad,,
25,1,,6,0.8,FALSE,Healthy,Bad,,
36,1,2,5,0.6,FALSE,Healthy,Bad,,
205,4,15,14,1.4,TRUE,Healthy,Bad,,
145,3,,34,3.4,TRUE,Not Healthy,Bad,,
161,4,,37,3.8,TRUE,Not Healthy,Bad,,
116,2,,27,1.9,FALSE,Not Healthy,Bad,,
129,3,,30,2.5,FALSE,Not Healthy,Bad,,
84,2,,19,1.3,FALSE,Healthy,Bad,,
212,5,,49,5.1,TRUE,Not Healthy,Bad,,
156,3,,36,3.4,TRUE,Not Healthy,Bad,,
96,2,4,15,1.6,FALSE,Healthy,Bad,,
180,3,9,23,1.8,TRUE,Not Healthy,Bad,,
107,3,4,15,1.1,FALSE,Healthy,Bad,,
116,2,4,19,2.2,FALSE,Healthy,Bad,,
120,3,5,16,1,FALSE,Healthy,Bad,,
111,4,5,14,2.5,FALSE,Healthy,Bad,,
44,1,,10,3.8,FALSE,Healthy,Bad,,
5,,,1,0.2,FALSE,Healthy,Bad,,
2,,,,0.2,FALSE,Healthy,Bad,,
35,1,,8,1.6,FALSE,Healthy,Bad,,
14,1,,3,1.9,FALSE,Healthy,Bad,,
8,1,,1,0.1,FALSE,Healthy,Bad,,
22,3,,4,2.3,FALSE,Healthy,Bad,,
7,1,,1,0.7,FALSE,Healthy,Bad,,
61,1,,16,2.1,FALSE,Healthy,Bad,,
43,1,,11,1.8,FALSE,Healthy,Bad,,
22,1,,5,0.9,FALSE,Healthy,Bad,,
51,1,,12,1.9,FALSE,Healthy,Bad,,
57,1,,13,1.9,FALSE,Healthy,Bad,,
18,2,,4,1.9,FALSE,Healthy,Bad,,
61,1,,14,0.5,FALSE,Healthy,Bad,,
22,1,,5,0.9,FALSE,Healthy,Bad,,
31,1,,8,0.7,FALSE,Healthy,Bad,,
143,2,6,21,1.9,TRUE,Not Healthy,Bad,,
41,2,,10,1.9,FALSE,Healthy,Bad,,
35,1,,8,1.4,FALSE,Healthy,Bad,,
22,1,,5,1,FALSE,Healthy,Bad,,
22,1,,5,1.5,FALSE,Healthy,Bad,,
5,,,1,0.2,FALSE,Healthy,Bad,,
6,,,1,0.2,FALSE,Healthy,Bad,,
18,1,,4,1.6,FALSE,Healthy,Bad,,
24,1,,6,0.7,FALSE,Healthy,Bad,,
28,1,,6,1,FALSE,Healthy,Bad,,
29,1,,6,1.8,FALSE,Healthy,Bad,,
22,2,,4,2.4,FALSE,Healthy,Bad,,
63,3,,13,2.8,FALSE,Healthy,Bad,,
51,3,,11,2.7,FALSE,Healthy,Bad,,
6,,,1,0.4,FALSE,Healthy,Bad,,
15,1,,4,1.3,FALSE,Healthy,Bad,,
